article_id,url,title,description
20250530152609734,https://tuoitre.vn/mong-truy-quet-thuoc-gia-vi-do-la-toi-ac-giet-nguoi-hang-loat-20250530152609734.htm,"Mong truy quét thuốc giả, vì đó là tội ác giết người hàng loạt","Sau thông tin một nhà thuốc tại Hà Nội bị phát hiện bày bán 7 loại thuốc không rõ nguồn gốc, có cả thuốc điều trị tiểu đường không đạt chất lượng, nhiều bạn đọc lo lắng, mong truy quét nạn thuốc giả."
20250530180651192,https://tuoitre.vn/de-nghi-ha-noi-chu-trong-kiem-tra-cho-thuoc-hapulico-cho-ninh-hiep-de-ngan-hang-gia-20250530180651192.htm,"Đề nghị Hà Nội chú trọng kiểm tra chợ thuốc Hapulico, chợ Ninh Hiệp để ngăn hàng giả","Thứ trưởng Bộ Công Thương, ông Nguyễn Sinh Nhật Tân yêu cầu Hà Nội như vậy tại buổi làm việc của Tổ công tác Chính phủ với thủ đô về cao điểm đấu tranh ngăn chặn, đẩy lùi tội phạm buôn lậu, hàng giả diễn ra ngày 30-5."
2025053007484598,https://tuoitre.vn/phat-hien-7-thuoc-gia-co-ca-thuoc-tri-tieu-duong-tai-mot-nha-thuoc-2025053007484598.htm,"Phát hiện 7 thuốc giả, có cả thuốc trị tiểu đường tại một nhà thuốc","Một số mẫu thuốc được bán tại nhà thuốc Đức Anh (quận Đống Đa, Hà Nội) bị phát hiện không rõ nguồn gốc, không có giấy tờ hợp lệ, trong đó có thuốc điều trị tiểu đường không đạt chất lượng, chứa hoạt chất thấp hơn so với tiêu chuẩn."
20250529092525297,https://tuoitre.vn/phat-hien-thuoc-tri-hen-suyen-gia-chi-dat-6-3-ham-luong-20250529092525297.htm,"Phát hiện thuốc trị hen suyễn giả, chỉ đạt 6,3% hàm lượng",Cục Quản lý dược (Bộ Y tế) vừa phát hiện thuốc giả Theophylline Extended Release Tablets 200mg (Theophylin 200mg) - một loại thuốc điều trị hen suyễn không đạt chỉ tiêu theo định lượng ghi trên nhãn.
20250528090307072,https://tuoitre.vn/de-dung-vung-truoc-moi-loi-chat-van-ve-hang-gian-hang-gia-20250528090307072.htm,"Để đứng vững trước mọi lời chất vấn về hàng gian, hàng giả","Trong gần nửa tháng qua, đợt cao điểm chống hàng gian, hàng giả đã phơi bày không ít vụ việc trên cả nước."
20250527120637225,https://tuoitre.vn/dai-bieu-quoc-hoi-de-xuat-bo-sung-an-tu-hinh-toi-pham-san-xuat-thuoc-gia-sua-gia-20250527120637225.htm,"Đại biểu Quốc hội đề xuất bổ sung án tử hình tội phạm sản xuất thuốc giả, sữa giả","Từ hàng loạt vụ việc bị phát hiện thời gian qua, đại biểu đề nghị bổ sung hình phạt tử hình (hiện nay cao nhất là chung thân) với tội sản xuất, buôn bán hàng giả, nhất là thực phẩm chức năng và sữa giả."
20250527084050053,https://tuoitre.vn/bo-cong-an-neu-ly-do-de-xuat-bo-tu-hinh-voi-toi-tham-o-tai-san-nhan-hoi-lo-san-xuat-thuoc-gia-20250527084050053.htm,"Bộ Công an nêu lý do đề xuất bỏ tử hình với tội tham ô tài sản, nhận hối lộ, sản xuất thuốc giả","Tại báo cáo giải trình ý kiến đại biểu Quốc hội nêu ở tổ về sửa Bộ luật Hình sự, Bộ Công an đã nêu lý do đề xuất bỏ tử hình với tội tham ô tài sản, nhận hối lộ, sản xuất thuốc giả."
20250527073642897,https://tuoitre.vn/tram-kieu-lam-hang-gia-thuoc-sua-bot-ngot-nuoc-mam-ca-phe-gia-20250527073642897.htm,"Trăm kiểu làm hàng giả: Thuốc, sữa, bột ngọt, nước mắm, cà phê giả","Không phải bây giờ mới có, hàng giả là vấn nạn đã tồn tại từ rất lâu, ảnh hưởng đến sức khỏe, đời sống người dân và gây bức xúc trong dư luận."
20250526213349961,https://tuoitre.vn/tin-tuc-sang-27-5-quoc-hoi-ban-bo-tu-hinh-8-toi-danh-trong-do-co-toi-tham-o-nhan-hoi-lo-20250526213349961.htm,"Tin tức sáng 27-5: Quốc hội bàn bỏ tử hình 8 tội danh, trong đó có tội tham ô, nhận hối lộ","Tin tức đáng chú ý: Quốc hội bàn bỏ tử hình 8 tội danh, trong đó có tội tham ô, nhận hối lộ, sản xuất thuốc giả; Ung thư vú liên quan 10.000 ca tử vong ở phụ nữ Việt mỗi năm, làm sao điều trị hiệu quả?"
2025052615494576,https://tuoitre.vn/chong-buon-lau-hang-gia-26-5-thuoc-gia-qua-kiem-nghiem-tang-nhanh-2025052615494576.htm,"Chống buôn lậu, hàng giả 26-5: Qua kiểm nghiệm phát hiện thuốc giả tăng nhiều","Số lượng thuốc giả phát hiện qua kiểm nghiệm tại Viện Kiểm nghiệm thuốc TP.HCM có xu hướng tăng nhanh. Cụ thể, năm 2022 phát hiện 5 mẫu thuốc giả, năm 2023 là 12 mẫu, riêng năm 2024 con số này tăng vọt lên 40 mẫu."
20250525170900648,https://tuoitre.vn/chong-buon-lau-hang-gia-25-5-lai-thu-hoi-lo-thuoc-khong-dat-tieu-chuan-o-ha-noi-20250525170900648.htm,"Chống buôn lậu, hàng giả 25-5: Lại thu hồi lô thuốc không đạt tiêu chuẩn ở Hà Nội",Sở Y tế Hà Nội vừa phát đi thông báo thu hồi trên địa bàn thành phố và các cơ sở đã mua lô thuốc viên nén Alfachim 4.2 do Công ty cổ phần Dược - Vật tư y tế Ngọc Khánh phân phối.
20250525084044693,https://tuoitre.vn/tong-tan-cong-hang-gian-gia-hang-doc-hai-thong-diep-manh-chan-kieu-lam-an-gian-doi-20250525084044693.htm,"Tổng tấn công hàng gian, giả, hàng độc hại: Thông điệp mạnh, chặn kiểu làm ăn gian dối","Chính phủ chỉ đạo quyết liệt đấu tranh ngăn chặn, đẩy lùi tội phạm buôn lậu, gian lận thương mại, hàng giả, buôn bán gian dối. Việc này được hy vọng là ""liều thuốc"" đủ mạnh để cải thiện và trả lại môi trường kinh doanh cho doanh nghiệp chân chính."
20250524101757294,https://tuoitre.vn/quay-thuoc-cang-tin-benh-vien-tiem-an-nguy-co-hang-gia-ai-chiu-trach-nhiem-20250524101757294.htm,"Quầy thuốc, căng tin bệnh viện tiềm ẩn nguy cơ hàng giả: Ai chịu trách nhiệm?","Cục trưởng Cục Quản lý khám chữa bệnh (Bộ Y tế) nhận định từ quầy thuốc bệnh viện đến căng tin, hoàn toàn có thể tiềm ẩn nguy cơ hàng kém chất lượng tuồn vào. Gần đây, công an còn phát hiện chứng chỉ hành nghề giả."
2025052316473066,https://tuoitre.vn/diem-tin-18h-hai-tran-dong-dat-trong-sang-nay-truy-nguon-goc-thuoc-gia-nexium-2025052316473066.htm,Điểm tin 18h: Hai trận động đất trong sáng nay; Truy nguồn gốc thuốc giả NEXIUM,"Điểm tin 18h, ngày 23-5-2025: Máy bay bị thủng mũi do mưa đá, hành khách trải qua thời khắc kinh hoàng; Thảo cầm viên tung loạt trải nghiệm hè cho trẻ rèn kỹ năng, tránh xa điện thoại; Bộ Y tế truy tìm nguồn gốc thuốc giả NEXIUM 40mg..."
20250523141429582,https://tuoitre.vn/bo-y-te-truy-tim-nguon-goc-thuoc-gia-nexium-40mg-chi-chua-17-2-ham-luong-20250523141429582.htm,"Bộ Y tế truy tìm nguồn gốc thuốc giả NEXIUM 40mg chỉ chứa 17,2% hàm lượng","Ngày 23-5, Cục Quản lý dược (Bộ Y tế) có văn bản gửi các sở y tế về việc kiểm tra, xử lý, truy tìm nguồn gốc thuốc giả NEXIUM 40mg chỉ chứa 17,2% hàm lượng so với nhãn dán."
20250523134803314,https://tuoitre.vn/bo-cong-an-chi-thu-doan-san-xuat-thuoc-gia-thuc-pham-gia-noi-co-su-moc-noi-voi-co-quan-chuc-nang-20250523134803314.htm,"Bộ Công an chỉ thủ đoạn sản xuất thuốc giả, thực phẩm giả, nói có sự móc nối với cơ quan chức năng","Đại diện Cục C03, Bộ Công an cho hay bước đầu xác định các thủ đoạn của những công ty sản xuất hàng giả. Trong đó có sự câu kết, móc nối với cơ quan chức năng, đơn vị liên quan để tạo điều kiện thuận lợi cho doanh nghiệp sản xuất hàng giả."
20250522100930725,https://tuoitre.vn/co-gai-dep-nhu-tien-nho-combo-keo-rau-chong-nang-giam-can-20250522100930725.htm,"Cô gái 'đẹp như tiên' nhờ combo kẹo rau, chống nắng, giảm cân","Mua đúng combo 3 sản phẩm dỏm trên mạng gồm kẹo rau, kem chống nắng, thuốc giảm cân... cô gái này đã biến... thành tiên trong nháy mắt."
20250521182044358,https://tuoitre.vn/chon-bo-gan-cho-mua-he-can-trong-giua-bao-hang-gia-20250521182044358.htm,Chọn bổ gan cho mùa hè - cẩn trọng giữa 'bão' hàng giả,"Liên tiếp trong những ngày qua cơ quan chức năng đã thu giữ nhiều sản phẩm là mỹ phẩm, thuốc, thực phẩm chức năng giả, nhái nhãn hiệu hoặc nhập lậu không rõ nguồn gốc."
2025052111064411,https://tuoitre.vn/nhieu-ban-doc-tranh-luan-truoc-de-xuat-bo-hinh-phat-tu-hinh-mot-so-toi-danh-2025052111064411.htm,Nhiều bạn đọc tranh luận trước đề xuất bỏ hình phạt tử hình một số tội danh,"Đề xuất bỏ tử hình với một số tội danh như làm thuốc giả, vận chuyển trái phép chất ma túy... đang nhận được nhiều ý kiến trái chiều từ bạn đọc."
20250520160407745,https://tuoitre.vn/dai-bieu-quoc-hoi-khong-dong-tinh-bo-tu-hinh-toi-lam-thuoc-gia-vi-khac-gi-giet-nguoi-hang-loat-20250520160407745.htm,Đại biểu Quốc hội: Không đồng tình bỏ tử hình tội làm thuốc giả vì khác gì giết người hàng loạt,"Nhiều đại biểu Quốc hội đề nghị cân nhắc bỏ tội tử hình với các tội vận chuyển trái phép ma túy, làm thuốc giả, tham ô, hối lộ."
20250518161231564,https://tuoitre.vn/chong-buon-lau-hang-gia-18-5-tp-hcm-chuyen-cong-an-ho-so-nhieu-co-so-kinh-doanh-thuoc-gia-20250518161231564.htm,"Chống buôn lậu, hàng giả 18-5: TP.HCM chuyển công an hồ sơ nhiều cơ sở kinh doanh thuốc giả","Sở Y tế TP.HCM cho hay, trong năm 2024, đơn vị đã tiến hành kiểm tra 174 cơ sở bán buôn thuốc, 344 cơ sở bán lẻ thuốc, 40 cơ sở bán buôn, cơ sở bán lẻ dược liệu và ban hành 151 quyết định xử phạt vi phạm hành chính trong lĩnh vực y tế."
20250517190920159,https://tuoitre.vn/tp-hcm-ra-soat-thuoc-thiet-bi-y-te-thuc-pham-chuc-nang-gia-tai-cac-co-so-y-te-20250517190920159.htm,"TP.HCM rà soát thuốc, thiết bị y tế, thực phẩm chức năng giả tại các cơ sở y tế","Sở Y tế TP.HCM yêu cầu các cơ sở khám, chữa bệnh, phòng y tế, Viện Kiểm nghiệm thuốc thực hiện rà soát thuốc, thiết bị y tế, thực phẩm chức năng giả."
20250517085946325,https://tuoitre.vn/chong-hang-gia-can-diem-ngay-tu-yeu-huyet-20250517085946325.htm,"Chống hàng giả, cần điểm ngay từ 'yếu huyệt'","Hàng giả, hàng gian gây bức xúc đã từ lâu, nay nóng lên khi cơ quan chức năng vừa khởi tố nhiều vụ gây chấn động."
20250516220749046,https://tuoitre.vn/hinh-anh-cac-loai-thuc-pham-chuc-nang-gia-bi-cong-an-ha-noi-phat-hien-thu-giu-20250516220749046.htm,"Hình ảnh các loại thực phẩm chức năng giả bị Công an Hà Nội phát hiện, thu giữ","Các nghi phạm khai nhận đã sản xuất, buôn bán thực phẩm chức năng, trang thiết bị y tế giả từ năm 2020 và bán tại các hiệu thuốc, bệnh viện rải rác trên toàn quốc."
20250514112750052,https://tuoitre.vn/loat-vu-an-sua-gia-thuoc-gia-thuc-pham-gia-lon-dien-hinh-duoc-bao-cao-thu-tuong-20250514112750052.htm,"Loạt vụ án sữa giả, thuốc giả, thực phẩm giả lớn điển hình được báo cáo Thủ tướng","Một loạt vụ án nghiêm trọng liên quan tới hàng giả, gian lận thương mại được đánh giá là lớn và điển hình gần đây đã được khởi tố."
20250513083528642,https://tuoitre.vn/hoang-mang-vi-mua-san-pham-do-cong-ty-co-hang-gia-san-xuat-ban-tai-nha-thuoc-20250513083528642.htm,Hoang mang vì mua sản phẩm do công ty có hàng giả sản xuất bán tại nhà thuốc,"Thường xuyên mua thuốc bổ não, hỗ trợ xương khớp cho người thân tại Pharmacity, anh N.T.C. (36 tuổi, Hà Nội) bất ngờ phát hiện cả hai loại thuốc này đều được sản xuất bởi Công ty TNHH Công nghệ Herbitech - công ty vừa bị khởi tố vì sản xuất hàng giả."
20250512133408958,https://tuoitre.vn/nhom-san-xuat-thuoc-tay-giun-gia-lanh-an-20250512133408958.htm,Nhóm sản xuất thuốc tẩy giun giả lãnh án,"Sáng 12-5, TAND TP.HCM đã xét xử và tuyên phạt bị cáo Quách Ngọc Giao (57 tuổi, ngụ TP.HCM) 16 năm 6 tháng tù về tội: sản xuất, buôn bán hàng giả là thuốc chữa bệnh, thuốc phòng bệnh."
20250510134730156,https://tuoitre.vn/pho-thu-tuong-khong-co-quy-chuan-se-kho-quan-ly-sua-gia-thuoc-gia-20250510134730156.htm,"Phó thủ tướng: Không có quy chuẩn sẽ khó quản lý sữa giả, thuốc giả","Nhắc đến các vụ sữa giả, thuốc, thực phẩm chức năng giả, Phó thủ tướng Nguyễn Chí Dũng nhấn mạnh nếu không có các tiêu chuẩn, quy chuẩn thì rất khó quản lý."
20250509150623231,https://tuoitre.vn/hang-gia-long-hanh-vi-khau-nao-cung-co-ke-ho-20250509150623231.htm,Hàng giả lộng hành vì khâu nào cũng có kẽ hở,"TTCT - Nhà sản xuất tự công bố chất lượng sản phẩm, hậu kiểm yếu, Nhà nước chưa quản lý nổi các kênh phân phối, quảng cáo, người tiêu dùng có ít tiền khi giá cả của các sản phẩm có tên tuổi quá cao… Tất cả đều là đất sống cho hàng giả"
20250508133014849,https://tuoitre.vn/tp-hcm-phat-hien-nhieu-co-so-kinh-doanh-thuoc-gia-do-la-thuoc-loai-gi-20250508133014849.htm,"TP.HCM phát hiện nhiều cơ sở kinh doanh thuốc giả, đó là thuốc loại gì?","Sở Y tế TP.HCM đã phát hiện nhiều nhà thuốc kinh doanh thuốc giả trong năm 2024, chủ yếu là các loại thuốc kháng sinh, trị ho."
20250507204945854,https://tuoitre.vn/ha-noi-to-chuc-cac-chuyen-an-dieu-tra-ban-thuoc-sua-gia-20250507204945854.htm,"Hà Nội tổ chức các chuyên án điều tra bán thuốc, sữa giả","Chủ tịch UBND TP Hà Nội Trần Sỹ Thanh giao Công an TP Hà Nội tổ chức các chuyên án điều tra, phát hiện, xử lý nghiêm các vi phạm về sản xuất, buôn bán thuốc chữa bệnh giả, sữa giả và thực phẩm bảo vệ sức khỏe giả."
20250507144354955,https://tuoitre.vn/tp-hcm-phat-hien-chuyen-cong-an-nhieu-vu-nha-thuoc-ban-thuoc-gia-20250507144354955.htm,"TP.HCM phát hiện, chuyển công an nhiều vụ nhà thuốc bán thuốc giả","Qua kiểm tra, năm 2024 Sở Y tế TP.HCM đã phát hiện nhiều cơ sở kinh doanh, nhà thuốc bán thuốc giả và đã lập hồ sơ chuyển Công an TP.HCM xử lý."
20250507134022055,https://tuoitre.vn/quan-ly-an-toan-thuc-pham-phai-tang-cuong-hau-kiem-dot-xuat-tang-muc-phat-20250507134022055.htm,"Quản lý an toàn thực phẩm: Phải tăng cường hậu kiểm đột xuất, tăng mức phạt","Tại sao Việt Nam đã có các văn bản quy phạm pháp luật, hướng dẫn của cơ quan quản lý thuốc, thực phẩm chức năng mà vẫn xảy ra các vụ việc thuốc giả, mỹ phẩm, thực phẩm chức năng giả?"
20250506184332285,https://tuoitre.vn/so-y-te-thanh-hoa-noi-ve-viec-phat-hien-thuoc-gia-trong-3-nam-qua-20250506184332285.htm,Sở Y tế Thanh Hóa nói về việc phát hiện thuốc giả trong 3 năm qua,"Ngày 6-5, Sở Y tế Thanh Hóa cho biết từ năm 2023 đến nay cơ quan chức năng của sở đã thanh tra, kiểm tra, phát hiện hàng chục loại thuốc giả. Từ đó, ngăn chặn được nhiều loại thuốc giả đến tay người bệnh."
20250506145436084,https://tuoitre.vn/them-vu-hang-gia-duoc-bo-cong-an-phat-hien-voi-hang-tram-san-pham-nghi-lam-gia-cua-cong-ty-herbitech-20250506145436084.htm,Thêm vụ hàng giả được Bộ Công an phát hiện với hàng trăm sản phẩm nghi làm giả của Công ty Herbitech,"Chiều 6-5, họp báo Chính phủ thường kỳ được tổ chức với sự chủ trì của Bộ trưởng, Chủ nhiệm Văn phòng Chính phủ Trần Văn Sơn, việc cơ quan công an điều tra liên quan thuốc giả, sữa giả được Bộ Công an thông tin."
20250506160055384,https://tuoitre.vn/vu-sua-gia-thuoc-gia-thu-truong-khang-dinh-nganh-y-te-da-lam-het-trach-nhiem-20250506160055384.htm,"Vụ sữa giả, thuốc giả, thứ trưởng Bộ Y tế nói gì?","Chiều 6-5, họp báo Chính phủ thường kỳ được tổ chức với sự chủ trì của Bộ trưởng, Chủ nhiệm Văn phòng Chính phủ Trần Văn Sơn."
20250506084944074,https://tuoitre.vn/thuoc-dang-chung-to-thuoc-that-20250506084944074.htm,Thuốc đắng chứng tỏ... thuốc thật,Cách kiểm tra tân dược nhanh gọn lẹ: Nếu đắng thì là thuốc thật...
20250506065021407,https://tuoitre.vn/thuoc-gia-phan-phoi-qua-kenh-nao-lam-sao-de-tranh-20250506065021407.htm,"Thuốc giả phân phối qua kênh nào, làm sao để tránh?","Thời gian qua, cơ quan chức năng liên tục triệt phá các đường dây sản xuất thuốc giả, thực phẩm chức năng giả... khiến người dân hoang mang và mất lòng tin."
2025050522382912,https://tuoitre.vn/that-doc-ac-khi-hang-gia-nham-vao-tre-em-nguoi-yeu-the-2025050522382912.htm,"Thật độc ác khi hàng giả nhắm vào trẻ em, người yếu thế","Hàng giả nhằm vào trẻ nhỏ, người bệnh ra sao? Những kẻ nhẫn tâm kinh doanh trên sức khỏe con người đã làm gì?"
20250505205802237,https://tuoitre.vn/khao-sat-hon-4-500-nha-thuoc-tai-tp-hcm-phat-hien-1-co-so-kinh-doanh-sua-gia-20250505205802237.htm,"Khảo sát hơn 4.500 nhà thuốc tại TP.HCM, phát hiện 1 cơ sở kinh doanh sữa giả","Qua khảo sát hơn 4.500 nhà thuốc trên địa bàn TP.HCM, phát hiện một cơ sở tại quận Bình Thạnh kinh doanh sữa giả."
20250502220824665,https://tuoitre.vn/thu-tuong-day-nhanh-dieu-tra-khong-bo-lot-vi-pham-lien-quan-den-sua-gia-thuoc-gia-20250502220824665.htm,"Thủ tướng: Đẩy nhanh điều tra, không bỏ lọt vi phạm liên quan đến sữa giả, thuốc giả","Thủ tướng Phạm Minh Chính vừa ký công điện số 55 ngày 2-5 yêu cầu các bộ ngành, địa phương tăng cường phối hợp, xử lý nghiêm các tổ chức, cá nhân liên quan đến sản xuất, buôn bán thuốc chữa bệnh giả, sữa giả và thực phẩm bảo vệ sức khỏe giả."
20250429160123632,https://tuoitre.vn/chon-thuoc-thuc-pham-chuc-nang-dung-pho-mac-cho-may-rui-20250429160123632.htm,"Chọn thuốc, thực phẩm chức năng: Đừng phó mặc cho may rủi","Liên tục có các đường dây buôn bán thuốc, thực phẩm chức năng giả bị triệt phá vừa qua khiến người dân hoang mang. Để tự bảo vệ mình, người tiêu dùng không thể “chỉ mua vì quảng cáo” hay “do người quen giới thiệu” mà cần chủ động kiểm tra sản phẩm."
20250428184242985,https://tuoitre.vn/vu-triet-pha-thuoc-gia-quang-cao-la-hang-xach-tay-de-ban-qua-facebook-zalo-20250428184242985.htm,"Vụ triệt phá thuốc giả: Quảng cáo là hàng xách tay để bán qua Facebook, Zalo","Nhóm sản xuất, buôn bán thuốc giả quy mô lớn mà Công an tỉnh Thanh Hóa vừa triệt phá có thủ đoạn hoạt động mới, rất tinh vi nhằm che mắt cơ quan chức năng, tạo vỏ bọc hoàn hảo để tuồn thuốc giả ra thị trường."
20250428173127775,https://tuoitre.vn/pho-thu-tuong-yeu-cau-bo-y-te-va-cac-dia-phuong-co-giai-phap-ngan-ngua-thuoc-gia-20250428173127775.htm,Phó thủ tướng yêu cầu Bộ Y tế và các địa phương có giải pháp ngăn ngừa thuốc giả,Văn phòng Chính phủ có văn bản ngày 28-4 truyền đạt ý kiến chỉ đạo của Phó thủ tướng Lê Thành Long về xử lý vấn đề thuốc chữa bệnh giả.
20250426222009453,https://tuoitre.vn/tin-tuc-sang-27-4-sap-nhap-gia-lai-va-binh-dinh-tinh-moi-co-135-don-vi-hanh-chinh-20250426222009453.htm,"Tin tức sáng 27-4: Sáp nhập Gia Lai và Bình Định, tỉnh mới có 135 đơn vị hành chính","Tin tức đáng chú ý: Sáp nhập Gia Lai và Bình Định, tỉnh mới có 135 đơn vị hành chính; ""Chuyến tàu đại đoàn kết"" - hải trình đưa 60 kiều bào thăm Trường Sa và Nhà giàn DK1; Cảnh báo có thuốc giả mua bán trên mạng..."
20250426162118886,https://tuoitre.vn/bo-cong-an-khen-cong-an-thanh-hoa-triet-pha-vu-thuoc-gia-quy-mo-lon-20250426162118886.htm,Bộ Công an khen Công an Thanh Hóa triệt phá vụ thuốc giả quy mô lớn,"Trung tướng Nguyễn Văn Long - thứ trưởng Bộ Công an vừa có thư khen Công an tỉnh Thanh Hóa về thành tích triệt phá đường dây sản xuất, buôn bán thuốc giả quy mô lớn."
