article_id,content,reacts
20250608101613289,"Cái gì thuộc về thuốc, kể cả thực phẩm chức năng phải có trách nhiệm, không đổ qua đổ lại cho ai cả, trước mắt phải thấy sự quản lý lỏng lẻo, để thuốc giả, thực phẩm chức năng tung hoành từ cửa hàng dược phẩm đến cả các bệnh viện cũng có. Các sản phẩm này được làm giả rồi tự do quảng cáo trên các trang mạng xã hội, có những quảng cáo rất láo xược, nhưng vẫn tồn tại năm này qua năm khác, chẳng thấy ngành chức năng nào sờ tới. Ghét nhất là câu quảng cáo thực phẩm chức năng ""Sản phẩm này không phải là thuốc, không có tác dụng chữa bệnh,"" Như vậy không chữa được bệnh thì quảng cáo làm gì? Nếu nói thực phẩm chức năng chỉ hỗ trợ cho người bệnh thì cũng là có chức năng chữa bệnh chứ nói không có chức năng chữa bệnh thì mua uống vào cũng như không uống, có khi còn bị tác dụng ngược và người sản xuất kinh doanh mặt hàng này không hề chịu trách nhiệm gì cả, thế mà cứ để quảng cáo theo kiểu như thế...",6
20250608101613289,Chính xác,2
20250608101613289,"Hàng giả, hàng dỏm mà bao bì lại bắt mắt như vậy nên lừa được nhiều người lắm!",5
20250608101613289,Nói hàng giả hàng dỏm rất hay nhưng VN có bộ quy chuẩn kỹ thuật nào nói về hàng thiệt? Dân không biết hàng thiệt thì làm sao biết hàng giả,3
20250608101613289,"Các mặt hàng thuốc rất quen thuộc với người tiêu dùng... Chắc chắn đã được bán ra nhiều, nay thấy kiểm tra hàng giả nên đổ bỏ ...",12
20250608101613289,"Chính xác bạn. Tôi nhìn ảnh hộp TPCN trong bài báo là nhận biết ngay bao bì, thương hiệu của cty nào. Vừa bức xúc, vừa lo lắng vì chính mình và người thân đã dùng nó thời gian dài. Bọn bất nhân, vô lương tâm đã gây tổn thất về sức khỏe, tài chính biết bao người, không thể đo đếm được, chúng cần bị pháp luật nghiêm trị với bản án thật nghiêm khắc, cùng với những cán bộ thoái hóa đã tiếp tay cho tội ác.",2
20250608101613289,Hàng giả giờ còn nằm trên các kệ thuốc nhà thuốc tây nhiều lắm...,2
20250608101613289,"Đề nghị làm thật nghiêm và cần phải phê bình các bên liên quan để cho tình trạng hàng giả nguy hiểm, phổ biến như hiện nay.",1
20250608101613289,Các loại thuốc giả này bảo đảm được lên mạng.!!! Cơ quan điều tra vào cuộc sẽ tìm ra nguồn gốc thôi. Quá khiếp cho bọn này.&nbsp;,9
20250608101613289,"Những thứ này là sản phẩm từ các cty vừa bị CA phát hiện sản xuất hàng giả, báo đài đã đưa tin. Khả năng do các hiệu thuốc, shop tại TP.HCM chuyên bán hàng trên sàn TMĐT lọc ra, lén đổ bỏ.",1
20250608101613289,"Tôi nghĩ đây không khác gì cố ý giết người hàng loạt. Nếu làm mạnh, trích xuất camera, tìm đến nơi SX ghi trên bao bì thì chỉ vài tiếng là ra ngay.&nbsp;",1
20250608101613289,"Xem có người nổi tiếng nào tham gia quảng cáo cho 1 trong các loại đó không, xử luôn.",1
20250608101613289,"Giả từ thức ăn đến thuốc uống, cái gì cũng giả được dù rằng có đầy đủ cơ quan kiểm tra, thanh tra, quá sợ hãi. Bây giờ người dân không biết ăn gì, uống gì.",0
20250608101613289,"Xử lý thật nghiêm minh vài vụ để đủ sức răn đe, những kẻ tán tận lương tâm gần như không biết sợ.",0
20250608101613289,"Sau khi đọc bài báo về một người đàn ông uống thực phẩm chức năng một thời gian bị suy gan tại Mỹ, mình đã từ bỏ việc uống nó. Thực phẩm rau củ cá thịt thực sự, mới là chất tốt nhất cho cơ thể. Hiểu như thế mình sẽ không còn là nạn nhân của các loại thực phẩm chức năng.",0
20250608001229883,Nếu là hàng giả nên đăng cái ảnh thật cho người tiêu dùng xem.&nbsp;,7
20250608001229883,Cồn giả còn gây hậu quả như vậy; thuốc giả còn gây hậu quả nặng nề hơn nữa,3
20250608001229883,"""Mua cồn ở hiệu thuốc gần nhà"" vậy truy xem hiệu thuốc đó nhập nguồn từ đâu.",2
20250608001229883,"Cồn giả, sao không nghe thấy bệnh viện báo cáo cơ quan công an để truy tìm đường dây làm giả",0
20250607065017667,"Quan trọng là khâu kiểm nghiệm và cấp phép lưu hành, cần điều tra có không đường dây chạy giấy kiểm định và lưu hành sản phẩm, vụ này tương tự kiểm định xe và cấp phép lái xe, khác ở chổ nó làm chết người nhiều hơn, nên tìm ra gốc rễ vấn đề",3
20250606144413463,Tại sao không ghi rõ tên công ty đã bỏ sản phẩm đó. Chụp hình ảnh rõ ràng để truy tìm những người đã bán những sản phẩm đó. Những việc như thế này chỉ có Bộ Công an xử lý là tốt nhất.,2
20250606120614704,"Bỏ hàng, thoát thân?",23
20250606120614704,"Thật sự kinh khủng, thời gian qua bao nhiêu người đã sử dụng!",21
20250606120614704,"Thực phẩm chức năng dùng cho người lớn và trẻ em, còn hạn sử dụng đến 2028 nhưng lại đem đổ bỏ như rác. Thế những loại này tên hiệu gì?",18
20250606120614704,Quá đáng sợ.,17
20250606120614704,Không thể tưởng tượng nổi luôn.,1
20250606120614704,"Các cơ quan đang làm căng việc hàng giả, hàng nhái.",16
20250606120614704,"Khủng khiếp thật, cơ quan chức năng cần truy đến cùng để xử lý.",11
20250606120614704,"Cơ quan chức năng cần lấy địa chỉ trên bao bì sản phẩm, thuốc... còn hạn sử dụng, kiểm tra ngay nơi các sản xuất này. Không có lý do gì sản phẩm đang bán mà vứt bỏ. Cảm ơn.",8
20250606120614704,"Doanh nghiệp in trên bao bì thì kiểm tra, xử lý.",7
20250606120614704,Nên phạt thật nặng.,7
20250606120614704,"Thật quá sợ, những thứ này uống vào cơ thể hàng ngàn người theo năm tháng không biết độc hại như thế nào...",6
20250606120614704,Công an phải nhanh chóng vào cuộc thôi.,6
20250606120614704,Là hàng giả?,5
20250606120614704,Những món này trong các hệ thống nhà thuốc toàn tiền trăm và triệu...,5
20250606120614704,Kiểm tra camera dọc đường chắc sẽ có manh mối.,4
20250606120614704,Tất nhiên phải bỏ của chạy thoát thân.,4
20250606120614704,Phi tang vật chứng để khỏi bị bắt và bị chịu trách nhiệm trước người tiêu dùng  Chỉ khổ người nào đã qua sử dụng không biết có để lại di chứng gì không,4
20250606120614704,Ai sử dụng sản phẩm này bây giờ chắc chân đập tay run!,4
20250606120614704,Thế này mới biết tại sao các bệnh viện K (ung thư) lúc nào cũng đông...,3
20250606120614704,Lâu nay chúng ta đã bỏ tiền ra mua những gì vậy?,3
20250606120614704,"Quá khủng khiếp … <br/>Ngay trong đợt cao điểm chắc các cơ sở không thể tiêu huỷ nên đã phải mang hàng tấn thuốc ra bãi cỏ ở Bình Chánh để đổ bỏ trong đêm kiểu này? <br/>Toàn là những tên thuốc quen thuộc mà các BS vẫn kê toa hằng ngày khi mà người bệnh thì tin ở BS còn BS thì chắc là không biết đâu là giả và chính đây lại là thật? Chưa kể các thể loại quảng cáo tiktok, youtube, FB, zalo hay bởi KOLs các kiểu thì việc dùng tràn lan thuốc gọi là bổ hay TPCN này nọ là quá nhiều và quá lớn trong suốt cả thập kỷ qua.<br/>Thật sự quá khủng khiếp cho sức khoẻ dân Việt khi mà tỷ lệ Ung thư, đột quỵ hay trẻ tự kỷ…. tăng đột biến tại VN vẫn  khó có lời giải thích?<br/>Giờ đúng là không biết đâu mà lần, chỉ mong bạn bè, người thân: <br/>“Cảm ơn đời mỗi sớm mai thức dậy <br/>Ta có thêm ngày nữa để yêu thương""",1
20250606120614704,"Từ trước đến nay người dân phải uống các loại thực phẩm chức năng giả này, khủng khiếp thật!",1
20250606120614704,Cứ đăng rõ tên dược phẩm để người dân còn né.,1
20250606120614704,"Hoan hô nhà nước mở đợt tổng lực dẹp nạn hàng giả, hàng kém chất lượng. Thời hoàn kim của bọn làm ăn bất chính sẽ không còn nữa.",1
20250606120614704,"Nhìn bao bì hộp TPCN trong bài báo không ít người vừa thấy quen, xen lẫn tức giận, lo lắng bởi nó xuất xưởng từ cty vừa bị CA phát hiện sản xuất hàng giả số lượng lớn, doanh số khủng, sản phẩm lưu thông khắp cả nước nhiều năm qua.",1
20250606120614704,"Cần thẳng tay trừng trị hàng giả để bảo vệ sức khỏe người tiêu dùng, đồng thời mang lại công bằng cho những nhà sản xuất hàng thật, đóng thuế thật.",1
20250606120614704,Vậy từ bấy lâu nay không nghe ai nói gì...,1
20250606120614704,Hình ảnh này là chứng minh lâm sàng,1
20250606120614704,Cứ truy tìm các camera dọc tuyến đường đó thế nào cũng ra người chạy xe ba gác ... từ đó sẽ tìm ra hết ...&nbsp;,0
20250606120614704,Lấy mấy sản phẩm đó  về. Tìm lại đăng kí công bố. Kiểm tra công ty là ra hết.&nbsp;,0
20250606120614704,Bỏ của chạy lấy người?,34
20250606120614704,Rồi cũng tóm được người,0
20250606120614704,Kiểu làm ăn&nbsp; thất đức này phải xử lý nghiêm,0
20250606120614704,Cũng may người dân không uống phải.,6
20250606120614704,"Sao lại may? Cái này chắc là đã bán bao lâu nay, giờ cơ quan chức năng đang làm căng nên bỏ của chạy lấy người.",0
2025060608365699,Vậy kết luận lại là cơ quan nào/ai chịu trách nhiệm đây?&nbsp;,2
2025060608365699,"Vụ này tương tự kiểm định và học lái xe giả, khác ở chỗ người chết nhiều hơn và lâu dài cho cả xã hội. Cần lập chuyên án và xử lý dứt điểm tránh việc cấp phép lưu hành và kiểm định là mặt hàng để mua bán",0
2025060608365699,"Có lẽ tất cả mọi người đều chịu trách nhiệm, vì mua trên mạng nhưng check không rõ địa điểm danh tính người bán, không có hóa đơn chứng từ, nghe theo tin tức các nguồn kênh không chính thống, không biết cách tố giác nơi gian dối, sử dụng máy tính phần mềm không rõ bản quyền, mua bán với những nơi không tuân thủ pháp luật (như lấn chiếm, không xuất hóa đơn, không đăng kí kinh doanh, không tuân thủ PCCC, không chứng minh an toàn vệ sinh thực phẩm, mua bán hóa đơn,...), ưu tiên so sánh giá hơn chất lượng và lâu dài, không tuân thủ kính trọng chính sách quy định công chức nhanh chóng mà trì hoãn phân bua phản kháng bằng góc nhìn và lợi ích cá nhân... đều có thể góp phần làm tội phạm phát sinh và hoành hành hơn. Tôi nghĩ mọi người nên nhận phần lỗi về mình và cùng hành động.",0
20250605113238475,Dược phẩm xuất xưởng chưa có phiếu kiểm nghiệm thành phẩm cho từng lô dược phẩm là sao? Không hiểu.&nbsp;,1
20250605113238475,"Đối với sản phẩm dược, cần được kiểm định ngay tại công ty sản xuất.",1
20250605113238475,Nếu như thuốc nhỏ mắt bị thu hồi này mà làm mù mắt của người sử dụng thì có là hành vi trực tiếp đến sức khỏe và tính mạng của người dân không,0
20250605113238475,"Cần phạt nặng cty sản xuất, tái phạm rút giấy phép kinh doanh. Ko thể cứ chạy theo thu hồi kiểu này mãi được.",0
20250604150406616,"Nên truy quét lâu dài, truy quét trên nhiều lĩnh vực.",13
20250604150406616,"Hoan nghênh Bộ Công an thực hiện xuyên suốt, cho cả những năm sau. Cũng rất mong mỏi có đường dây nóng để người dân phản ánh, báo cáo hàng gian, hàng giả, hàng nhập lậu.",8
20250604150406616,"Đề nghị làm liên tục, mọi nơi, nhất là các vùng cửa khẩu, cảng biển, biên giới, nhất là hàng hóa được bán hàng online.",6
20250604150406616,Nên truy quét  thường xuyên và mãi mãi chứ không phải là 3 tháng,6
20250604150406616,"Không phải quét hàng giả 3 tháng, mà phải quét thường xuyên liên tục để bảo vệ người tiêu dùng",4
20250604150406616,Rất cảm ơn các anh công an.,2
20250604150406616,Tại sao là 3 tháng ?,1
20250604150406616,"Phân bón nhái, giả tên gọi gây hiểu lầm, đánh tráo khái niệm, thuốc bảo vệ thực vật giả ... Nhiều lắm, mong các bộ ngành quân tâm.",0
20250604150406616,Tôi muốn tố cáo hàng giả thì liên hệ qua đâu?,0
20250604150406616,Phải truy quét liên tục chứ không phải chỉ có 3 tháng xong đâu lại vào đấy.&nbsp;,0
20250604150406616,Việc các tiểu thương đóng cửa né kiểm tra thì Bộ CA nên có chỉ thị phối hợp kiểm tra chứ không phải đóng cửa xem như xong,0
20250604150406616,"Hàng giả, hàng nhái, kém chất lượng ảnh hưởng tới sức khoẻ người dùng. Mong nhà nước truy quét, bảo vệ quyền lợi của người dân.",0
20250604150406616,Việc này cần phải duy trì lâu dài để bảo vệ người dân&nbsp;,0
20250604150406616,Xin đề xuất sau 3 tháng nên làm tiếp nữa.,0
20250603063613977,Quảng cáo không lố thì người tiêu dùng đâu tin mà mua phải hàng giả.,4
20250603063613977,"Vậy cần thường xuyên lấy mẫu kiểm tra, xét nghiệm...",3
20250603063613977,Ai thường xuyên đi lấy mẫu?,0
20250603063613977,"Vậy mới hay, lố ơi là lố mà hàng vẫn bị tràn ra thị trường.",2
20250603063613977,Mong siết thật chặt.,2
20250603063613977,Quảng cáo quá mức về công dụng là không nên với thực phẩm chức năng.,0
20250603063613977,Ngày càng nhiều quảng cáo lố.,0
20250603063613977,"Điều cần làm bây giờ là DN phải minh bạch thông tin và cam kết về chất lượng, giá trị sản phẩm của mình.",0
20250603063613977,"Phải quy định mức phạt nặng và phạt nghiêm thì sẽ buộc những người quảng cáo phải cân nhắc, cẩn thận mỗi khi nhận quảng cáo cho bất cứ loại sản phẩm nào.",0
20250602224436596,"Theo tôi nguyên nhân là do chế tài chưa đủ mạnh, mức phạt còn quá thấp so với thu nhập phi pháp của họ, hình thức phạt tiền không đủ sức răn đe những kẻ sẵn sàng gây hại cho người khác để trục lợi. Những hành vi này phải có mức phạt tương đương với tội đầu độc cộng đồng, giết người hàng loạt thì mới đúng tính chất của nó",15
20250602224436596,"Nhân những việc hàng giả, hàng lậu, hàng nhái đủ loại hiện nay, và qua các vụ án đã được pháp luật xét xử và báo chí đăng tải...Tôi thấy còn có loại giả khác - đó là người giả. Không chỉ giả về diện mạo, cơ thể, phong cách... Điểm chung của những người này là bất chấp tất cả chỉ để thể hiện giàu, phông bạt phô trương.",3
20250602224436596,Bệnh không chịu đi khám ở bệnh viện mà đi nghe lời những kẻ này thì ráng chịu,3
20250602224436596,Phạt tiền những người này không ăn thua đâu. Phải thiết lập cơ chế (hiện tại không có) để đưa họ vào trường giáo dưỡng/phục hồi nhân phẩm thì may ra,3
20250602224436596,"Hàng nội địa, hàng xuất xứ China nhưng nổ của Hàn Quốc, của Nhật, Đức...đề nghị kiểm tra đột xuất, phạt thẳng tay vì nổ, vì quảng cáo láo, xạo, lừa đảo, cho bỏ tật.",1
20250602224436596,Giờ vào hiệu thuốc mua hàng đôi khi cũng không yên tâm.,1
20250602224436596,Cách tốt nhất là xiết quảng cáo thực phẩm và thuốc điều trị gây hiểu lầm bỏ qua thời gian vàng để điều trị. Người dân cũng nâng cao nhận thức tránh bị lừa đảo..,1
20250602224436596,Cứ thử tổng kiểm tra hết đi.,1
20250602224436596,"Thuốc và thực phẩm chức năng theo tôi tuyệt đối không mua online, đối với tôi nhiều người nổi tiếng quảng cáo không đáng tin cậy.",1
20250602224436596,"Là bạn đọc Tuổi Trẻ tôi có ý kiến: trước tình trạng hàng giả là hàng tiêu dùng (là hàng hoá được sử dụng trong đời sống hàng ngày) đã và đang tồn tại tại nước ta tràn lan trong nhiều năm qua, đến mức mới đây Bộ trưởng Bộ Y tế phải nói lên lo lắng:” người dân rất hoang mang, không biết đâu là hàng giả- hàng thật"", là người dân tôi nhận xét đây là nhận xét chính xác khi nhìn thẳng vào sự thật, nói rõ sự thật;<br/>Qua vụ việc Viện Kiểm nghiệm thuốc TpHCM phát hiện ra vụ việc sản xuất hàng hóa là mỹ phẩm không đạt chất lượng, là người dân tôi cho rằng căn cứ theo quy định thì đây là hàng giả được sản xuất quy mô lớn tại nước ta;<br/>Phát hiện trên còn phát hiện tính chất nghiêm trọng là: doanh nghiệp này sản xuất hàng giả, sau đó thông đồng với một tổ chức ở Quảng Trị <br/>có chức năng kiểm tra chất lượng và được cấp giấy chứng nhận hàng hoá đạt chất lượng để hợp thức hóa hàng giả, đưa ra thị trường;<br/>Là người dân tôi nghĩ đây là một lỗ hổng lớn trong bộ máy kiểm tra chất lượng hàng hóa và cấp giấy chứng nhận hàng hoá đạt chất lượng tại nước ta; do đó Chính phủ cần chấn chỉnh và đổi <br/>mới việc kiểm tra chất lượng hàng hóa và cấp GCN hàng hoá đạt chất lượng tại nước ta",1
20250602224436596,Theo tôi nên cấm vĩnh viễn quảng cáo thực phẩm chức năng mà không kiểm soát chất lượng.,0
20250602224436596,Hãy truy tố tất  cả không trừ đối tượng nào tham gia quảng cáo hàng giả để kiếm tiền&nbsp;,0
20250602224436596,"Ở Việt Nam đã có luật và luật cũng nghiêm minh về việc xử lý quảng cáo sai, lập lờ thật giả lẫn lộn... Tuy nhiên điều quan trọng nhất là những cơ quan giám sát, có chức năng xử lý, xử phạt.",0
20250602224436596,"Các loại mỹ phẩm, thực phẩm, hàng tự làm như kem trộn, yến sào, son môi, các loại bánh,… do các gia đình tự làm không theo quy trình sản xuất, kiểm định gì cả cũng bán đầy trên mạng, cũng nên được quan tâm.",2
20250602224436596,Những người này tịch thu hết tiền cho vào tù họ mới sợ chứ phạt không thôi thì họ không sợ đâu,0
20250602224436596,Người khổ cuối cùng là những người dân nghèo.,0
20250602224436596,"Sao để hàng giả, hàng nhái tung hoành như chốn không người?",0
20250602224436596,"Bắt được sản xuất hàng giả, nên cho ngồi tù hay hơn là chỉ phạt hành chánh!&nbsp;",0
20250530152609734,Nhà thuốc mọc lên như nấm mà không kiểm soát thì nguy cơ thuốc giả trà trộn là rất lớn. Người bệnh vừa mất tiền vừa không hết bệnh là thật.,18
20250530152609734,Không hết bệnh mà còn nặng thêm chứ,0
20250530152609734,"Mong quét sạch thuốc giả, TPCN giả chứ hiện giờ thấy hoang mang quá!",9
20250530152609734,Mong là người sản xuất thuốc giả sẽ mua phải thuốc giả cho người nhà họ. Không biết trách nhiệm của cơ quan quản lí ở đâu?,8
20250530152609734,Bán thuốc giả thì khác gì giết người?&nbsp;,6
20250530152609734,Người tiêu dùng luôn tin tưởng vào nhà thuốc mà họ lại nhẫn tâm bán thuốc giả!,2
20250530152609734,"Đề nghị Nhà nước ra khung hình phạt để răn đe: 1. Mức án cao nhất cho những kẻ sử dụng hóa chất độc hại trong thực phẩm, dược phẩm. 2. Tịch thu toàn bộ tài sản, kể cả tài sản bà con dòng họ liên đới.&nbsp;",2
20250530152609734,"Khẩn cấp, nên có hình phạt cao nhất!",0
20250530152609734,"Nguyên nhân là nguồn gốc xuất phát và có từ lâu rất lâu nay. Đến hôm nay 2025 mới phát hiện tại thì người tiêu dùng đã uống cả đống thuốc rồi, điều quan trọng là ai cấp phép lưu hành, ai kiểm chứng kiểm duyệt bày ra bán trên khắp thị trường",0
20250530152609734,"Thuốc giả và thực phẩm ngâm hóa chất độc hại, cái ác của thực phẩm ngâm hóa chất là làm cho người ăn phải bệnh. Bệnh rồi ko chết ngay mà tốn tiền thuốc kéo dài làm kinh tế gia đình suy kiệt. Mà gia đình là tế bào xã hội, làm kinh tế quốc gia suy kiệt theo.<br/>Nên tội thực phẩm ngâm hóa chất cũng phải xử cao nhất",0
20250530152609734,Đã là tội ác - nhất là liên quan đến  sinh mạng con người thì phải xử án ở mức cao nhất.,7
20250530152609734,Thuốc giả gây chết nhiều người...,0
20250530152609734,"Truy quét, xử tù thật nghiêm!",0
20250530152609734,"Phải truy tìm những đường dây sản xuất mới là gốc rễ của vấn đề chứ Nhà thuốc chỉ là là phần ngọn, thực sự họ cũng không biết giả thật. Bên cạnh thuốc giả thì thực phẩm là cái đưa vào trong cơ thể của mọi người hàng ngày còn nguy hiểm hơn",0
20250530152609734,Thuốc giả là giết người hàng loạt.&nbsp;,0
20250530152609734,"Tôi có anh bạn ung thư thực quản. Vì mua uống nhầm thuốc giả mà bệnh trở nặng, qua đời...",0
20250530180651192,Sao đóng cửa tránh kiểm tra ?,0
20250530180651192,"Tôi đề nghị vào cuộc luôn cả vụ trồng rau nữa. Chứ chỗ tôi thấy nhà nào trồng rau bán thì không ăn chỗ rau bán, mà trồng riêng 1 chỗ để gia đình ăn.&nbsp;",0
20250530180651192,Tôi cũng thấy từ người trồng đến người bán,0
20250530180651192,Kiểm tra các cty bán sản phẩm giá cao nhưng vãn rêu rao là lỗ.&nbsp;,0
2025053007484598,Một trong những nguyên nhân gia tăng người bị đột quỵ trong thời gian gần đây? Thật đáng sợ.,65
2025053007484598,Làm thuốc giả mà người mua chết thật!&nbsp;,34
2025053007484598,"Mong truy quét, xử lý hết nơi sản xuất, buôn bán thuốc giả, thuốc kém chất lượng.",26
2025053007484598,"Sao không kiểm tra toàn bộ các nhà thuốc nhỉ? Thứ nhất là nạn thuốc giả, thứ hai là bán đủ loại thực phẩm chức năng, thứ ba là giá nâng cao ngất. Xin đề nghị kiểm tra tất cả các nhà thuốc.",25
2025053007484598,Cái ý của anh là đúng. Kể cả kiểm tra tất cả các lô nhập khẩu về. Kiểm tra tất cả các nhà máy sản xuất trong nước và các nhà thuốc. Dân cảm ơn.,1
2025053007484598,"Bộ Y tế cần xử lý nghiêm những trường hợp thuốc giả mạo này, quá nguy hiểm.",16
2025053007484598,Thuốc giả giờ chui vô nhà thuốc tây và cả nhà thuốc bệnh viện. Bệnh nhân chúng tôi hoang mang quá. Không lẽ giờ mua thuốc trị bệnh phải phó mặc cho hên xui may rủi sao...?&nbsp;,14
2025053007484598,Cơ quan chức năng chắc chắn có phần trách nhiệm rất lớn trong khâu quản lý của mình...,10
2025053007484598,Đây khác gì là hành vi giết người bệnh?&nbsp;,6
2025053007484598,Thuốc giả tràn lan...,5
2025053007484598,Mong sao nhanh kiểm tra để dẹp nạn thuốc giả.,4
2025053007484598,Thuốc giả là tội ác giết người hàng loạt . Kiểm tra không phải một tháng hành động mà liên tục và liên tục,3
2025053007484598,"Đề nghị thanh, kiểm tra toàn bộ các sản phẩm bán tại các nhà thuốc nhỏ lẻ. Kiểm tra về chất lượng, nguồn gốc, giá cả.&nbsp;",3
2025053007484598,"Em làm trong ngành dược, thấy có một có một số bác nói oan cho cho bên nhập khẩu nên em giải thích 1 chút cho các bác hiểu nha. Lấy ví dụ 2 loại thuốc Crestor và Nexium được đề cập trong bài báo, các bác sẽ thấy trên bao bì không có chữ tiếng Việt mà là chữ Thổ Nhĩ Kỳ =&gt; đây là hàng xách tay tuồn từ TNK về VN, giá sẽ rẻ hơn một chút so với hàng nhập khẩu chính hãng. Và hàng xách tay này có loại giả trên thị trường nha. Bọn làm giả không dám làm giả hàng nhập khẩu chính hãng vì dễ bị phát hiện nên chúng làm giả hàng xách tay, nếu không rành về sản phẩm đó sẽ không bao giờ phân biệt được đâu là thật/giả. Vậy nên các bác đi mua thuốc, để đảm bảo an toàn cho bản thân, các bác chỉ mua thuốc mà trên bao bì (hộp, tờ HDSD, vỉ) có chữ tiếng Việt hoặc có nhãn phụ bằng tiếng Việt. Kể cả các bác mua thuốc cắt liều từng viên, vỉ thì yêu cầu nhân viên bán hàng cho xem hộp thuốc của cùng số lô thuốc trên vỉ cắt ra. Nếu có chữ tiếng Việt hoặc tem phụ thì mới mua. Thêm nữa là hãy mua ở các cửa hàng lớn (Long Châu, An Khang, Pharmacity,..) vì chuỗi này họ mua hàng từ NCC là phải có hóa đơn, khó mà tuồn thuốc không nguồn gốc vào trừ khi nhân viên bán hàng cố tình bán cho các bác thuốc xách tay. Đừng tham rẻ mà mua hàng xách tay nha, rước họa vào thân đó.",2
2025053007484598,"Người bệnh mua thuốc uống để mong hết bệnh, nhưng mua nhằm thuốc giả ở hiệu thuốc uống vào bệnh nặng thêm. Mong xử thật nặng nơi sản xuất và mua bán thuốc giả.",2
2025053007484598,Là còn ít đó...,2
2025053007484598,"Cơ quan quản lý ngành nghề đủ cả nhưng hàng giả, sản phẩm giả, kém chất lượng cứ hiện diện khắp ngõ ngách đời sống xã hội...",2
2025053007484598,Giờ biết tin vào cái gì là thật đây....,2
2025053007484598,"Sản xuất và bán thuốc giả, thực phẩm bẩn phải xử lý ngang với tội đầu độc người khác",2
2025053007484598,"Ngày trước ông mình bị ung thư, sau đó mua thuốc điều thị ung thư về uống, đốt không biết bao nhiêu tiền của. Rồi ông mất, một thời gian sau báo đăng tin thuốc đó là thuốc giả. Như vậy khác nào giết người, phải làm thật mạnh tay bọn này, vì đồng tiền mà giết người gián tiếp.",1
2025053007484598,"Rất cần Sở Y Tế cùng các cơ quan liên ngành kiểm tra đột xuất các nhà thuốc thường xuyên hơn để đảm bảo sức khỏe cho người dân. Đồng thời, khâu xét duyệt hồ sơ kinh doanh nhà thuốc cần phải nâng cao điều kinh doanh bắt buộc như phát hiện sai phạm bán thuốc giả thì rút giấy phép kinh doanh người đó và không cho mở lại với chính căn cước người đó.",1
2025053007484598,"Đây là những thuốc mỡ máu, tim mạch, tiểu đường…, sao dân mình mà hai dân mình vậy? Mong rằng các cơ quan sẽ có kiểm tra thường xuyên và đột xuất, ko theo cao điểm mới làm, xin cảm ơn ạ!",1
