article_id,title,url,description
4875385,Bộ Y tế nói 'thuốc giả không xâm nhập được vào bệnh viện công',https://vnexpress.net/bo-y-te-noi-thuoc-gia-khong-xam-nhap-duoc-vao-benh-vien-cong-4875385.html,"Cục Quản lý Dược, Bộ Y tế, cho biết 21 loại thuốc tân dược, chữa xương khớp giả vừa bị Công an Thanh Hóa triệt phá không xâm nhập được vào các bệnh viện công."
4875592,"Thuốc giả che mờ triệu chứng, đe dọa cơ hội sống người bệnh",https://vnexpress.net/thuoc-gia-che-mo-trieu-chung-de-doa-co-hoi-song-nguoi-benh-4875592.html,"Thuốc giả che giấu triệu chứng, làm chậm chẩn đoán, điều trị, nguy cơ gây biến chứng nguy hiểm, nhất là ở bệnh tim mạch, tiểu đường, xương khớp."
4875638,Hàng chục nghìn hộp thuốc giả 'chứa nhiều dược liệu giảm đau',https://vnexpress.net/hang-chuc-nghin-hop-thuoc-gia-chua-nhieu-duoc-lieu-giam-dau-4875638.html,"Thanh HóaKiểm tra thuốc đông y chữa thoái hoá, viêm xoang, đau vai gáy... trong đường dây làm giả quy mô 200 tỷ đồng, công an xác định hàm lượng chủ yếu là dược liệu giảm đau."
4875920,"Xưởng sản xuất thuốc trừ sâu, diệt chuột giả từ nước phẩm màu bị phát hiện",https://vnexpress.net/xuong-san-xuat-thuoc-tru-sau-diet-chuot-gia-tu-nuoc-pham-mau-bi-phat-hien-4875920.html,"Bắc GiangNguyễn Văn Vĩnh bị cáo buộc trong gần 6 tháng đã sản xuất và bán hơn 10.700 đơn hàng thuốc trừ cỏ, thuốc trừ sâu, thuốc diệt chuột giả; doanh thu hơn 5 tỷ đồng."
4876040,"Người bệnh nặng gánh '3 đồng thuốc, 7 đồng thực phẩm chức năng'",https://vnexpress.net/nguoi-benh-nang-ganh-3-dong-thuoc-7-dong-thuc-pham-chuc-nang-4876040.html,"Giá thực phẩm chức năng cao trong khi không có tác dụng điều trị, nhưng bác sĩ kê toa kèm thuốc khiến người bệnh thêm nặng gánh chi phí."
4876441,Điểm tin 21h: Đầu tuần tới ba miền nắng nóng | Bộ Y tế công bố 21 loại thuốc giả,https://vnexpress.net/diem-tin-21h-dau-tuan-toi-ba-mien-nang-nong-bo-y-te-cong-bo-21-loai-thuoc-gia-4876441.html,"Phương án sắp xếp chi tiết 30 quận, huyện, thị xã của Hà Nội; Máy bay Boeing bị Trung Quốc trả về Mỹ..."
4876459,Bộ Y tế công bố 21 loại thuốc giả,https://vnexpress.net/bo-y-te-cong-bo-21-loai-thuoc-gia-4876459.html,"Trong số 21 sản phẩm bị thu giữ, có 4 loại được xác định là giả mạo các loại thuốc đã được Bộ Y tế cấp phép lưu hành."
4876585,Bệnh nặng thêm vì uống thực phẩm chức năng như 'thuốc',https://vnexpress.net/benh-nang-them-vi-uong-thuc-pham-chuc-nang-nhu-thuoc-4876585.html,"Ám ảnh cảnh xếp hàng dài ở bệnh viện, chị Lan, 30 tuổi, chi 3-4 triệu đồng mỗi tháng mua thực phẩm chức năng cho bố mẹ, không ngờ ""rước thêm bệnh vào người""."
4876773,8 kỹ năng giúp tránh mua phải thuốc giả,https://vnexpress.net/8-ky-nang-giup-tranh-mua-phai-thuoc-gia-4876773.html,"Bộ Y tế khuyến cáo thuốc giá rẻ bất thường nhiều khả năng là giả, để tránh nhầm nên mua ở nhà thuốc được cấp phép, có uy tín và địa chỉ rõ ràng."
4876945,"Chặn mua bán thuốc kê đơn trên mạng, sàn thương mại điện tử",https://vnexpress.net/chan-mua-ban-thuoc-ke-don-tren-mang-san-thuong-mai-dien-tu-4876945.html,"Cục Quản lý Dược yêu cầu các địa phương kiểm soát tình trạng mua bán thuốc kê đơn trên mạng và trang thương mại điện tử, khuyến cáo người dân mua ở các nhà thuốc hợp pháp."
4877128,"Kháng sinh giả tấn công đa cơ quan, bào mòn sức khỏe",https://vnexpress.net/khang-sinh-gia-tan-cong-da-co-quan-bao-mon-suc-khoe-4877128.html,"Người bệnh uống phải thuốc giả vừa tốn kém, vừa bỏ lỡ giai đoạn vàng điều trị, tăng nguy cơ kháng thuốc, thậm chí tổn thương gan, thận, tử vong."
4878496,Nhiều hiệu thuốc ở Thanh Hóa bị phát hiện bán hàng giả,https://vnexpress.net/nhieu-hieu-thuoc-o-thanh-hoa-bi-phat-hien-ban-hang-gia-4878496.html,"Ít nhất 7 quầy thuốc ở TP Thanh Hoá và các huyện lân cận bị phát hiện bán các mặt hàng thuốc giả trong đường dây sản xuất, buôn bán thuốc giả vừa bị công an triệt phá."
4879191,5 người bị bắt với cáo buộc làm giả hàng trăm tấn thực phẩm chức năng,https://vnexpress.net/5-nguoi-bi-bat-voi-cao-buoc-lam-gia-hang-tram-tan-thuc-pham-chuc-nang-4879191.html,"Hà NộiNguyễn Đăng Mạnh, Chủ tịch HĐQT Công ty MEDIUSA, cùng đồng phạm bị cáo buộc làm giả hàng trăm tấn thực phẩm chức năng ""nhập khẩu từ châu Âu""."
4879316,Thuốc giả từ đâu ra?,https://vnexpress.net/thuoc-gia-tu-dau-ra-4879316.html,"21 sản phẩm vừa bị thu giữ và được Bộ Y tế công bố thuốc giả là một cú sốc mới, nối dài những vụ việc từng gây chấn động dư luận như thuốc ung thư giả của VN Pharma, thuốc kháng sinh giả của Health 2000…"
4880441,Đường dây bán thuốc nam tăng cường sinh lý giả bị phát hiện,https://vnexpress.net/duong-day-ban-thuoc-nam-tang-cuong-sinh-ly-gia-bi-phat-hien-4880441.html,"Hà Nội9 nghi phạm bị bắt với cáo buộc bán thuốc nam giúp tăng cường sinh lý và thuốc đại tràng giả cho nhiều người tại 58 tỉnh, thành phố."
4881144,"Thủ tướng thúc điều tra, xử lý nghiêm việc buôn bán thuốc giả, sữa giả",https://vnexpress.net/thu-tuong-thuc-dieu-tra-xu-ly-nghiem-viec-buon-ban-thuoc-gia-sua-gia-4881144.html,"Thủ tướng Phạm Minh Chính yêu cầu các bộ ngành kiểm tra, xử lý nghiêm và đẩy nhanh tiến độ điều tra hoạt động sản xuất, buôn bán thuốc chữa bệnh giả, sữa giả, thực phẩm bảo vệ sức khỏe giả."
4881981,TP HCM rà soát sữa giả tại hơn 4.600 nhà thuốc,https://vnexpress.net/tp-hcm-ra-soat-sua-gia-tai-hon-4-600-nha-thuoc-4881981.html,"Trong quá trình kiểm tra hơn 4.600 nhà thuốc trên địa bàn TP HCM, lực lượng chức năng phát hiện một trường hợp duy nhất liên quan đến sữa giả Bold Milk Colostrum dành cho cơ xương khớp."
4882840,"Lỗ hổng pháp lý khiến 'thuốc, sữa giả hoành hành'",https://vnexpress.net/lo-hong-phap-ly-khien-thuoc-sua-gia-hoanh-hanh-4882840.html,"Bộ Y tế đánh giá một số quy định pháp luật còn thiếu chặt chẽ, các chế tài xử phạt chưa đủ mạnh để răn đe, từ đó tạo ra những kẽ hở để kẻ xấu lợi dụng trong việc sản xuất và buôn bán hàng giả."
4884731,Người cầm đầu đường dây sản xuất tân dược giả lĩnh hơn 16 năm tù,https://vnexpress.net/nguoi-cam-dau-duong-day-san-xuat-tan-duoc-gia-linh-hon-16-nam-tu-4884731.html,"TP HCMQuách Ngọc Giao, 55 tuổi, mua nguyên liệu trôi nổi sau đó in bao bì, hướng dẫn sử dụng của các loại thuốc tây, rồi đóng gói bán ra thị trường."
4885322,Chuỗi nhà thuốc thu hồi 4 sản phẩm của công ty sản xuất hàng giả,https://vnexpress.net/chuoi-nha-thuoc-thu-hoi-4-san-pham-cua-cong-ty-san-xuat-hang-gia-4885322.html,"Hệ thống nhà thuốc Pharmacity thu hồi 4 sản phẩm do Herbitech, công ty đang bị cơ quan công an điều tra do liên quan hàng giả, sản xuất."
4887029,Thủ đoạn của dược sĩ sản xuất 100 loại thực phẩm chức năng giả,https://video.vnexpress.net/thu-doan-cua-duoc-si-san-xuat-100-loai-thuc-pham-chuc-nang-gia-4887029.html,"Hà NộiDược sĩ Phạm Ngọc Tiến tự tạo công thức, mua dược liệu, phối trộn thành viên nang và đóng gói thành thực phẩm chức năng ""nhập ngoại"" bán ra thị trường."
4887068,Dược sĩ lập đường dây sản xuất 100 loại thực phẩm chức năng giả,https://vnexpress.net/duoc-si-lap-duong-day-san-xuat-100-loai-thuc-pham-chuc-nang-gia-4887068.html,"Hà NộiĐột kích 20 địa điểm liên quan dược sĩ Phạm Ngọc Tiến, công an thu khoảng 100.000 hộp, lọ, vỉ thực phẩm chức năng giả mang mác ""nhập ngoại"" với công thức pha trộn do Tiến ""sáng tác""."
4887356,"Một tháng cao điểm tấn công thuốc, thực phẩm chức năng giả",https://vnexpress.net/mot-thang-cao-diem-tan-cong-thuoc-thuc-pham-chuc-nang-gia-4887356.html,"Bộ Y tế yêu cầu các địa phương mở đợt tấn công từ ngày 15/5 đến 15/6 ngăn tội phạm buôn lậu, gian lận thương mại, hàng giả, vi phạm bản quyền, xâm phạm quyền sở hữu trí tuệ với thuốc, mỹ phẩm, thiết bị y tế."
4887497,"TP HCM tổng tấn công thuốc giả, kém chất lượng",https://vnexpress.net/tp-hcm-tong-tan-cong-thuoc-gia-kem-chat-luong-4887497.html,"Sở Y tế TP HCM lập đoàn liên ngành kiểm tra đột xuất các cơ sở kinh doanh dược, đồng thời yêu cầu nơi khám chữa bệnh hay kinh doanh khẩn cấp rà soát thuốc, thiết bị y tế, thực phẩm chức năng giả."
4888117,"Đề xuất tăng gấp đôi mức xử phạt hành vi làm giả thực phẩm, thuốc chữa bệnh",https://vnexpress.net/de-xuat-tang-gap-doi-muc-xu-phat-hanh-vi-lam-gia-thuc-pham-thuoc-chua-benh-4888117.html,"Chính phủ đề xuất tăng gấp đôi mức phạt bổ sung (ngoài hình phạt tù) đối với người làm và bán lương thực, thực phẩm giả; từ tối đa 100 triệu lên 200 triệu đồng."
4888288,"Sản xuất thuốc giả, sữa giả không khác gì cố ý giết người'",https://vnexpress.net/san-xuat-thuoc-gia-sua-gia-khong-khac-gi-co-y-giet-nguoi-4888288.html,"Đại biểu Tao Văn Giót cho rằng hành vi sản xuất thực phẩm, thuốc giả có phạm vi tác động lớn, ảnh hưởng dài lâu đến sức khỏe ""không khác gì giết người âm thầm""."
4888410,Đại biểu: Sẽ bất công nếu bỏ án tử hình với hành vi sản xuất thuốc giả,https://vnexpress.net/dai-bieu-se-bat-cong-neu-bo-an-tu-hinh-voi-hanh-vi-san-xuat-thuoc-gia-4888410.html,"Bà Phạm Khánh Phong Lan cho rằng người ""táng tận lương tâm"" sản xuất thuốc giả có thể khiến cả loạt người mất mạng phải bị xử lý thích đáng, việc bỏ mức án cao nhất tới tử hình là ""bất công""."
4888660,Phạt tử hình hay tù chung thân với tội phạm sản xuất thuốc giả?,https://vnexpress.net/keo-rau-cu-kera-phat-tu-hinh-hay-tu-chung-than-voi-toi-pham-san-xuat-thuoc-gia-4888660.html,"Thực phẩm giả, thuốc giả... là những thứ ảnh hưởng trực tiếp tới sức khỏe giống nòi, có đáng được thay thế án phạt tử hình bằng tù chung thân?"
4888965,11.000 hộp thực phẩm chức năng 'thổi phồng công dụng' bị phát hiện,https://vnexpress.net/11-000-hop-thuc-pham-chuc-nang-thoi-phong-cong-dung-bi-phat-hien-4888965.html,"Công an Hà Nội vừa phát hiện 11.000 hộp thực phẩm chức năng do Công ty Thảo dược Mộc Can sản xuất được ""thổi phồng"" công dụng, gây hệ lụy nghiêm trọng cho sức khỏe."
4889191,"Thanh tra đến đâu, hàng giả giấu đến đó'",https://vnexpress.net/thanh-tra-den-dau-hang-gia-giau-den-do-4889191.html,"Giám đốc Sở An toàn thực phẩm TP HCM cho rằng cơ chế thanh tra hiện nay thiếu linh hoạt, khiến việc xử lý hàng giả, hàng nhái thiếu hiệu quả."
4889475,"Nguyên nhân thực phẩm giả, kém chất lượng bán tràn lan tại TP HCM",https://vnexpress.net/nguyen-nhan-thuc-pham-gia-kem-chat-luong-ban-tran-lan-tai-tp-hcm-4889475.html,"Nhiều người dân thiếu kỹ năng nhận biết sản phẩm an toàn, chưa quen với việc truy xuất nguồn gốc thực phẩm, bên cạnh các lỗ hổng pháp lý là các nguyên nhân tạo điều kiện cho hàng giả có ""đất sống""."
4889562,Vấn nạn thuốc gia truyền giả,https://vnexpress.net/van-nan-thuoc-gia-truyen-gia-4889562.html,"Trở lại bệnh viện sau một năm uống thuốc gia truyền chữa sỏi thận, người đàn ông 53 tuổi nhận kết quả hai thận đã hỏng hoàn toàn, sự sống phụ thuộc vào máy chạy thận."
4889623,Giá thuốc mới tại Mỹ tăng chóng mặt trong 4 năm,https://vnexpress.net/gia-thuoc-moi-tai-my-tang-chong-mat-trong-4-nam-4889623.html,"Giá các loại thuốc mới tại Mỹ đã tăng gấp đôi chỉ trong 4 năm qua, chủ yếu do các hãng dược tập trung phát triển phương pháp điều trị bệnh hiếm."
4889656,"Bộ trưởng Y tế: 'Phân cấp tối đa cho địa phương để ngăn hàng giả, kém chất lượng'",https://vnexpress.net/bo-truong-y-te-dan-ra-duong-khong-biet-hang-nao-la-gia-nhai-4889656.html,"Bộ trưởng Y tế Đào Hồng Lan nhìn nhận thị trường thuốc, thực phẩm bảo vệ sức khỏe, mỹ phẩm rất phức tạp, đang hoàn thiện hành lang pháp lý phân cấp tối đa cho địa phương để ngăn hàng giả, kém chất lượng."
4889701,Ba vi phạm trong lô mỹ phẩm được Đoàn Di Băng quảng cáo,https://vnexpress.net/ba-vi-pham-trong-lo-my-pham-duoc-doan-di-bang-quang-cao-4889701.html,"Sở Y tế Đồng Nai xác định hai lô kem chống nắng, dầu gội do công ty chồng ca sĩ Đoàn Di Băng phân phối, sản xuất có chỉ số không đúng hồ sơ công bố, không đạt tiêu chuẩn chất lượng."
4889767,"Lo dịch bệnh, đổ xô mua thuốc tăng đề kháng",https://vnexpress.net/lo-dich-benh-do-xo-mua-thuoc-tang-de-khang-4889767.html,"Covid-19, sởi, sốt xuất huyết bùng phát ở Hà Nội, nhiều người đổ xô mua vitamin, thuốc bổ, thuốc tăng đề kháng song chuyên gia cho rằng không hiệu quả và tốn kém."
4889774,Chất cấm giấu trong 'thần dược' xương khớp,https://vnexpress.net/chat-cam-giau-trong-than-duoc-xuong-khop-4889774.html,"Anh Tuấn, 43 tuổi, ở Phú Thọ, không ngờ lọ thuốc bột được quảng cáo ""gia truyền chữa đau xương khớp"" lại thành ""hung thủ"" gây thủng dạ dày."
4889784,Còn quá sớm để bỏ án tử hình với tội sản xuất thuốc giả',https://vnexpress.net/keo-rau-cu-kera-con-qua-som-de-bo-an-tu-hinh-voi-hanh-vi-san-xuat-thuoc-gia-4889784.html,"Tha thứ, nương tay cho kẻ gieo rắc tội ác đặc biệt nghiêm trọng như sản xuất thuốc giả có thể là tàn nhẫn với những nạn nhân vô tội."
4889819,Truy nguồn gốc thuốc dạ dày giả bán ở Hà Nội,https://vnexpress.net/truy-nguon-goc-thuoc-da-day-gia-ban-o-ha-noi-4889819.html,"Bộ Y tế yêu cầu điều tra nguồn gốc lô thuốc ghi nhãn NEXIUM 40mg Enterik Kapli Pellet Tablet (Esomeprazol) sau khi phát hiện chúng không đạt chất lượng, được bán tại một nhà thuốc ở Hà Nội."
4889988,Làm mỹ phẩm 'hàng hiệu' từ dung dịch rẻ tiền,https://vnexpress.net/lam-my-pham-hang-hieu-tu-dung-dich-re-tien-4889988.html,"Thanh HóaNguyễn Thị Dung, 30 tuổi, khai mua các loại dung dịch rẻ tiền (50.000 đồng một kg), pha chế thành nhiều mỹ phẩm giả nhãn hiệu nổi tiếng rồi rao bán qua mạng."
4890594,"Cần tăng mức xử phạt đối với thuốc, thực phẩm chức năng giả'",https://vnexpress.net/can-tang-muc-xu-phat-doi-voi-thuoc-thuc-pham-chuc-nang-gia-4890594.html,"Thứ trưởng Y tế Đỗ Xuân Tuyên cho rằng cần nâng mức xử phạt hành chính, hình sự đối với hành vi sản xuất, kinh doanh thuốc và thực phẩm chức năng giả."
4890695,"TP HCM phát hiện hàng trăm vụ vi phạm thuốc, thực phẩm chức năng",https://vnexpress.net/tp-hcm-phat-hien-hang-tram-vu-vi-pham-thuoc-thuc-pham-chuc-nang-4890695.html,"TP HCM phát hiện 178 vụ vi phạm về thuốc tân dược, 38 vụ liên quan thực phẩm chức năng, tạm giữ hàng trăm nghìn sản phẩm và xử phạt hàng tỷ đồng từ đầu năm ngoái đến nay."
4890824,Hôm nay Quốc hội thảo luận sửa đổi Bộ luật Hình sự,https://vnexpress.net/hom-nay-quoc-hoi-thao-luan-sua-doi-bo-luat-hinh-su-4890824.html,"Sáng 27/5, Quốc hội thảo luận sửa đổi Bộ luật Hình sự, trong đó tập trung vào các tội như sản xuất, buôn bán hàng giả là lương thực, thực phẩm, thuốc chữa bệnh."
4890953,Đại biểu Phạm Khánh Phong Lan: 'Cần giữ án tử hình với tội sản xuất thuốc giả',https://vnexpress.net/dai-bieu-pham-khanh-phong-lan-can-giu-an-tu-hinh-voi-toi-san-xuat-thuoc-gia-4890953.html,"Đại biểu Phạm Khánh Phong Lan lo ngại bỏ án tử hình với tội sản xuất thuốc giả là phản logic, nhất là trong bối cảnh tội phạm bất chấp sức khỏe người dân để trục lợi."
4891054,Công an điều tra mỹ phẩm Đoàn Di Băng quảng cáo,https://vnexpress.net/cong-an-dieu-tra-my-pham-doan-di-bang-quang-cao-4891054.html,"Đồng NaiXác định chỉ số chống nắng ghi trên mỹ phẩm Đoàn Di Băng quảng cáo không phù hợp với kết quả kiểm nghiệm, công an vào cuộc điều tra dấu hiệu sản xuất hàng giả."
4891071,Cà Mau thu giữ 257 sản phẩm thuốc đông y không rõ nguồn gốc,https://vnexpress.net/ca-mau-thu-giu-257-san-pham-thuoc-dong-y-khong-ro-nguon-goc-4891071.html,"Quản lý thị trường tỉnh Cà Mau phát hiện 257 sản phẩm thuốc đông y không xác định được nguồn gốc, xuất xứ."
4891083,"Chiêu trò biến thuốc, thực phẩm chức năng giả thành thật",https://vnexpress.net/chieu-tro-bien-thuoc-thuc-pham-chuc-nang-gia-thanh-that-4891083.html,"Cơ quan chức năng phát hiện nhiều ""thủ đoạn đặc biệt nguy hiểm"" để kinh doanh thuốc giả như trộn lẫn thuốc thật, tự đặt tên công ty có trụ sở nước ngoài, phân phối qua mạng xã hội dưới danh nghĩa ""hàng xách tay""."
4891401,"Thu hồi giấy chứng nhận, ngưng hồ sơ công bố mỹ phẩm liên quan Đoàn Di Băng",https://vnexpress.net/thu-hoi-giay-chung-nhan-ngung-ho-so-cong-bo-my-pham-lien-quan-doan-di-bang-4891401.html,"Cục Quản lý Dược thu hồi Giấy chứng nhận ""Thực hành tốt sản xuất mỹ phẩm"" của Công ty Cổ phần nhà máy y tế EBC Đồng Nai, ngưng tiếp nhận hồ sơ công bố mỹ phẩm của công ty VB Group."
4891409,Khởi tố vụ án hàng giả liên quan mỹ phẩm Đoàn Di Băng quảng cáo,https://vnexpress.net/khoi-to-vu-an-hang-gia-lien-quan-my-pham-doan-di-bang-quang-cao-4891409.html,"Đồng NaiCảnh sát xác định có dấu hiệu tội phạm trong việc sản xuất kem chống nắng Hanayuki Sunscreen Body do Đoàn Di Băng quảng cáo, bán ra thị trường."
4891633,Nỗi lo mua phải thuốc giả,https://vnexpress.net/noi-lo-mua-phai-thuoc-gia-4891633.html,"Long, 42 tuổi, vào cửa hàng mua loại thuốc quen thuộc chữa đau đầu, huyết áp thấp, phát hiện tem niêm phong trên vỉ thuốc bị mờ nên sợ hàng giả."
4891664,Chất cấm trong 'thuốc gia truyền' trị tiểu đường,https://vnexpress.net/suc-khoe-cam-nang-chat-cam-trong-thuoc-gia-truyen-tri-tieu-duong-4891664.html,"Tin lời quảng cáo trên mạng, người đàn ông 67 tuổi, mua ""thuốc trị tiểu đường"" uống trong ba tháng, kết quả ngộ độc, hôn mê, phải lọc máu liên tục."
4891673,Loại thuốc tiểu đường có tác dụng điều trị ung thư,https://vnexpress.net/loai-thuoc-tieu-duong-co-tac-dung-dieu-tri-ung-thu-4891673.html,Thụy ĐiểnCác chuyên gia phát hiện loại thuốc trị tiểu đường type 2 có thể điều trị và làm chậm sự phát triển của tế bào ung thư tuyến tiền liệt.
4891900,Phát hiện thuốc trị hen phế quản giả,https://vnexpress.net/phat-hien-thuoc-tri-hen-phe-quan-gia-4891900.html,"Cục Quản lý Dược phát hiện thuốc giả Theophylline Extended Release Tablets 200 mg - một loại thuốc điều trị hen suyễn chỉ đạt 6,3% hàm lượng ghi trên nhãn."
4892303,Phát hiện 6 loại thuốc không nguồn gốc ở nhà thuốc Hà Nội,https://vnexpress.net/phat-hien-6-loai-thuoc-khong-nguon-goc-o-nha-thuoc-ha-noi-4892303.html,"Cục Quản lý Dược, Bộ Y tế, thông báo phát hiện 7 mẫu thuốc không rõ nguồn gốc tại Nhà thuốc Đức Anh, khuyến cáo người dân không mua."
4892865,Gần 6.000 mỹ phẩm không rõ nguồn gốc trong căn nhà ở Nha Trang,https://vnexpress.net/gan-6-000-my-pham-khong-ro-nguon-goc-trong-can-nha-o-nha-trang-4892865.html,"Khánh HòaCảnh sát phát hiện trong nhà Hồ Thị Dung Thoa, 31 tuổi, ở Nha Trang có gần 6.000 mỹ phẩm không có hóa đơn chứng từ chứng minh nguồn gốc hợp pháp."
4894523,Nhiều nhà thuốc TP HCM bán hàng không rõ nguồn gốc,https://vnexpress.net/nhieu-nha-thuoc-tp-hcm-ban-hang-khong-ro-nguon-goc-4894523.html,"Sở Y tế TP HCM phát hiện 18 cơ sở vi phạm trong lĩnh vực dược, mỹ phẩm, thiết bị y tế hai tuần qua, trong đó một số nhà thuốc kinh doanh hàng hóa không rõ nguồn gốc, xuất xứ."
4894599,Phát hiện ba thuốc y học cổ truyền giả ở TP HCM,https://vnexpress.net/phat-hien-ba-thuoc-y-hoc-co-truyen-gia-o-tp-hcm-4894599.html,"Cục Quản lý Y, Dược cổ truyền (Bộ Y tế) vừa phát hiện ba loại thuốc giả gồm dầu xoa bóp Su Tong, dầu phong thấp trật đả Chánh Đại và dầu khu phong Chánh Đại, tại cửa hàng Phùng Hưng, quận 5."
4894722,"Thêm nhiều mỹ phẩm kém chất lượng bị thu hồi, tiêu hủy",https://vnexpress.net/them-nhieu-my-pham-kem-chat-luong-bi-thu-hoi-tieu-huy-4894722.html,"Cục Quản lý Dược phát hiện thêm nhiều loại mỹ phẩm như sữa rửa mặt, mặt nạ dưỡng da, dầu xả, muối tắm kém chất lượng, buộc thu hồi và tiêu hủy."
4894970,12 loại thực phẩm chức năng đông y dỏm bị công an phát hiện,https://vnexpress.net/12-loai-thuc-pham-chuc-nang-dong-y-dom-bi-cong-an-phat-hien-4894970.html,"Thanh HóaCông an xác định 12 sản phẩm Thảo mộc kháng sinh TKH, Thanh huyết đan, Ngọc mẫu hoàng cung, Vương thọ đan... không có hoạt chất đặc trưng như quảng cáo."
4895394,"Thuốc, thực phẩm chức năng bị vứt thành đống ven đường TP HCM",https://vnexpress.net/thuoc-thuc-pham-chuc-nang-bi-vut-thanh-dong-ven-duong-tp-hcm-4895394.html,"Hàng chục nghìn hộp thuốc, thực phẩm chức năng cho trẻ em, phụ nữ nguyên nhãn mác bị vứt thành đống tại bãi đất trống ở Bình Chánh, công an đang điều tra dấu hiệu hàng giả."
4896030,"Khuyến nghị tăng thuế tuyệt đối với thuốc lá để 'giảm tiêu dùng, tăng ngân sách'",https://vnexpress.net/khuyen-nghi-tang-thue-tuyet-doi-voi-thuoc-la-de-giam-tieu-dung-tang-ngan-sach-4896030.html,"Các chuyên gia khuyến nghị thuế thuốc lá cần tăng đều liên tục qua các năm để giảm sức mua, nhằm đạt mục tiêu kép về giảm mức tiêu dùng thuốc lá trong cộng đồng và tăng ngân sách từ thuế."
4896043,Vứt đống 'thuốc bổ trên TikTok' 8 triệu đồng vì con uống không hết,https://vnexpress.net/vut-dong-thuoc-bo-tren-tiktok-8-trieu-dong-vi-con-uong-khong-het-4896043.html,"Con vẫn bị còi xương và rối loạn tiêu hóa nên bạn tôi mới nghi ngờ chất lượng, còn nhóm bạn thì bảo 'chắc không hợp cơ địa'."
